imagenes,px1,py1,pz1,roll1,pitch1,yaw1,px2,py2,pz2,roll2,pitch2,yaw2,px3,py3,pz3,roll3,pitch3,yaw3,px4,py4,pz4,roll4,pitch4,yaw4,px5,py5,pz5,roll5,pitch5,yaw5,px6,py6,pz6,roll6,pitch6,yaw6,t1,t2,t3,t4,t5,t6
ejemplo_0000.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.42141996081732,-8.24745794480291E-18,-0.045532209751989,1.76991118430776,0,1.5707963267949,0.42141996081732,-0.10915,-0.045532209751989,0,1.13821097090633,3.14159265358979,0.507351271685051,-0.10915,-0.085211326583811,1.31989768946811,0.356196576539597,0.633824320870013,0.536050276027058,-0.154831127255617,-0.023059160391203,2.67815143949437,0.356196576539597,0.633824320870013,0,3.76991118430776,4.28318530717959,5.65148509377817,5.30081953742401,1.35825375002626
ejemplo_0001.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.384833512326089,-8.59043690437695E-18,-0.051133481233903,1.67551608191456,0,1.5707963267949,0.384833512326089,-0.10915,-0.051133481233903,-3.14159265358979,-0.799951172983109,0,0.316938978217521,-0.10915,0.01481312397198,-1.61213091386158,0.769964620459359,0.059343483665925,0.374228817954215,-0.112654315854858,0.073795189325215,-1.29922848822282,0.769964620459359,0.059343483665925,0,3.76991118430776,4.18879020478639,2.26602774465834,1.52820367030479,0.312902425638761
ejemplo_0002.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.484402050818496,-7.12672122134149E-18,-0.027229190069225,1.93731546971371,0,1.5707963267949,0.484402050818496,-0.10915,-0.027229190069225,-3.14159265358979,0.514817800338032,0,0.531005465135739,-0.10915,0.055152508589976,0.552728161740649,0.354443636109432,-1.7817068904787,0.559569214110419,-0.033676138765802,0.03899396549623,-2.72311258605113,0.354443636109432,-1.7817068904787,0,3.76991118430776,4.45058959258554,0.689459383538065,2.73143470645904,3.0073445593878
ejemplo_0003.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.574390987821074,-4.13490870832517E-18,0.02163081618073,2.19911485751286,0,1.5707963267949,0.574390987821074,-0.10915,0.02163081618073,-3.14159265358979,0.785781641889498,0,0.641344305055625,-0.10915,0.088532802782696,1.85720604855559,-0.741558098357649,0.411170791039958,0.585755782400201,-0.133406519485515,0.144163975801394,-2.97924183104514,-0.741558098357649,0.411170791039958,0,3.76991118430776,4.71238898038469,0.156696154187472,5.01156499388635,1.44673742757886
ejemplo_0004.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.648667725990849,1.81113556113893E-19,0.092116808835004,2.46091424531201,0,1.5707963267949,0.648667725990849,-0.10915,0.092116808835004,0,-1.33661624762201,3.14159265358979,0.556601204628685,-0.10915,0.07015370012357,-1.52402636230667,0.229546162449022,2.93872229346694,0.575327385636202,-0.125296991729657,-0.008344037442274,-3.03478536972682,0.229546162449022,2.93872229346694,0,3.76991118430776,4.97418836818384,2.48565481424558,4.90986674240574,4.77242629975945
ejemplo_0005.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.002126976939066,2.70901713624008E-17,0.531575072638446,-0.51327412287183,0,1.5707963267949,0.002126976939066,-0.10915,0.531575072638446,-3.14159265358979,-0.106419834666641,0,-0.007926658767966,-0.10915,0.625689614071055,-0.262988734006617,-1.14989234561986,-1.81174877563077,-0.083043511435568,-0.076494831173023,0.617665376151142,-3.05901049051017,-1.14989234561986,-1.81174877563076,0,3.76991118430776,2,3.76128661112827,4.30438044590649,3.48716355067603
ejemplo_0006.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,-0.01450598315096,2.50655306445367E-17,0.498510180470782,-0.41887902047863,0,1.5707963267949,-0.01450598315096,-0.10915,0.498510180470782,-3.14159265358979,-0.372320084377185,0,-0.048937526827689,-0.10915,0.586675317004661,-2.76692028443718,-0.109457012676967,1.61372780938789,-0.057927861889232,-0.190882101955459,0.583164279348399,1.67758111199009,-0.109457012676967,1.61372780938789,0,3.76991118430776,2.0943951023932,3.93279175844563,6.16564134792417,4.44450139642727
ejemplo_0007.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.038996719227853,3.0411632875641E-17,0.585818655613599,-0.68067840827778,0,1.5707963267949,0.038996719227853,-0.10915,0.585818655613599,-3.14159265358979,-1.54514655135159,2.22044604925031E-15,-0.055622146842007,-0.10915,0.588246140660698,-1.58522829106201,-0.021205202374184,2.54394822461812,-0.057367204209949,-0.155449532847752,0.520227040160452,2.49848332842426,-0.021205202374185,2.54394822461812,0,3.76991118430776,1.83259571459405,5.3674176132192,5.30988038460509,4.08371161948628
ejemplo_0008.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.113273457397626,3.47276551400801E-17,0.656304648267874,-0.94247779607693,0,1.5707963267949,0.113273457397626,-0.10915,0.656304648267874,-3.14159265358979,0.750214787593808,0,0.17780543952102,-0.10915,0.725545140634884,2.33390983638351,-0.338007496928499,1.23704033362861,0.150514101957688,-0.182508776048715,0.75098060545546,1.97656313596851,-0.338007496928499,1.23704033362861,0,3.76991118430776,1.5707963267949,3.33385566207295,5.81272152932708,5.92583860676459
ejemplo_0009.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.203262394400205,3.77194676530965E-17,0.705164654517829,-1.20427718387608,0,1.5707963267949,0.203262394400205,-0.10915,0.705164654517829,0,1.1314419718415,3.14159265358979,0.288923150763474,-0.10915,0.664904782197208,1.8633572838756,-0.332623217528424,-2.396508050193,0.262050259677343,-0.056406373143612,0.607727447957957,-0.133719545120924,-0.332623217528424,-2.396508050193,0,3.76991118430776,1.30899693899575,2.33571915571761,2.26642779611833,4.28610847818307
ejemplo_0010.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.440214800732622,-2.70216767426928E-18,0.045029252939041,1.97935069454708,0,1.5707963267949,0.440214800732622,-0.10915,0.045029252939041,-3.14159265358979,-0.262348684623935,0,0.415667362415937,-0.10915,0.1364406623587,-2.60251027381848,-1.04116951260453,2.04734293046563,0.344642818914925,-0.146096351759109,0.117367872521737,1.31819112382761,-1.04116951260453,2.04734293046563,0,3.97935069454708,4.28318530717959,1.42459064366668,5.177948525409,3.92070139764608
ejemplo_0011.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.405592423746086,-3.50343084511129E-18,0.03194363231112,1.88495559215388,0,1.5707963267949,0.405592423746086,-0.10915,0.03194363231112,-3.14159265358979,1.01117675530435,0,0.48580424091812,-0.10915,0.082189894718987,1.12689183585964,-0.352808932570336,-0.942448749112654,0.457366703353001,-0.046670288987516,0.127586834803412,1.18163702609892,-0.352808932570336,-0.942448749112654,0,3.97935069454708,4.18879020478639,0.245460306131605,3.85035161419517,0.05474519023926
ejemplo_0012.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.498015169187158,-8.04101829915869E-19,0.076027020551302,2.14675497995303,0,1.5707963267949,0.498015169187158,-0.10915,0.076027020551302,0,-1.29137650790738,3.14159265358979,0.407036111428169,-0.10915,0.049922738349208,-1.74268423793608,0.221393848671473,-2.47262823530192,0.425108340776513,-0.059355460073098,-0.013062881595737,-0.759981377357221,0.221393848671473,-2.47262823530192,0,3.97935069454708,4.45058959258554,2.84505381931922,4.06257672183643,0.982702860578847
ejemplo_0013.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.575879065496021,3.26797429940244E-18,0.142529070483632,2.40855436775218,0,1.5707963267949,0.575879065496021,-0.10915,0.142529070483632,0,0.996699846118316,3.14159265358979,0.655355092212934,-0.10915,0.091126894680534,1.00073526866367,0.072058102061361,1.45895667845689,0.661280343221984,-0.190723588395537,0.100288285227571,-0.502267198923479,0.07205810206136,1.45895667845689,0,3.97935069454708,4.71238898038469,4.87133078554575,6.15022364897451,4.78018283959243
ejemplo_0014.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.633877816815401,8.43529228405458E-18,0.226917777305057,2.67035375555133,0,1.5707963267949,0.633877816815401,-0.10915,0.226917777305057,0,0.908130076656486,3.14159265358979,0.708495589412759,-0.10915,0.168687110877402,1.38004621324219,-0.638622237233241,2.82831904975404,0.659437400746377,-0.129514216198169,0.105823108273305,0.00464499006871,-0.638622237233241,2.82831904975404,0,3.97935069454708,4.97418836818384,4.52096162828477,1.32076033092083,4.9077840840061
ejemplo_0015.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.089902976317449,2.65252644934349E-17,0.5223494433491,-0.30383461263251,0,1.5707963267949,-0.089902976317449,-0.10915,0.5223494433491,0,-0.147347643230687,3.14159265358979,-0.103799019497436,-0.10915,0.428725074278116,-2.98831653084492,-0.277995009173484,-1.5284258808945,-0.1263844592912,-0.030080722661108,0.432077281077771,-1.32237409329224,-0.277995009173484,-1.5284258808945,0,3.97935069454708,2,0.156486969401847,2.86046992624172,1.66594243755267
ejemplo_0016.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.099297888685323,2.43331141597287E-17,0.486548911551156,-0.20943951023931,0,1.5707963267949,-0.099297888685323,-0.10915,0.486548911551156,-3.14159265358979,-0.159607176005986,0,-0.114340649887518,-0.10915,0.579995890289978,-2.97081792753887,0.362022369013869,1.50979455081099,-0.085192768308782,-0.185972359966833,0.584688012261778,-1.03568963201055,0.362022369013869,1.50979455081099,0,3.97935069454708,2.0943951023932,3.51063933983511,0.366902394197631,1.93512829552832
ejemplo_0017.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.065116801410376,3.02435298184573E-17,0.583073324350728,-0.47123889803846,0,1.5707963267949,-0.065116801410376,-0.10915,0.583073324350728,8.88178419700125E-16,1.51546649685858,3.14159265358979,0.029388355261536,-0.10915,0.577839027605461,1.56406296903893,0.054919009138928,0.122058942644351,0.033905918012666,-0.119155418409402,0.659403561744034,2.59278847099355,0.054919009138928,0.122058942644351,0,3.97935069454708,1.83259571459405,1.98670539489706,4.83426298117702,1.02872550195462
ejemplo_0018.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.007118050090997,3.54108478031095E-17,0.667462031172154,-0.73303828583761,0,1.5707963267949,-0.007118050090997,-0.10915,0.667462031172154,-3.14159265358979,0.257428084589123,0,0.016979293881996,-0.10915,0.758993121592006,2.74133888836219,-0.858744217525231,1.26082987832295,-0.045323669885234,-0.160361226206174,0.775395591414546,1.29459769895178,-0.858744217525231,1.26082987832295,0,3.97935069454708,1.5707963267949,3.6172028548383,5.38400343561938,4.83644411776919
ejemplo_0019.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.070745846217866,3.94829239324278E-17,0.733964081104485,-0.99483767363676,0,1.5707963267949,0.070745846217866,-0.10915,0.733964081104485,-3.14159265358979,0.933944938703996,0,0.146841806956401,-0.10915,0.790249312375924,0.933954943285924,0.003847052277037,-1.57599747630637,0.147158418577834,-0.026851722188733,0.789821262868625,-3.13517224079349,0.003847052277037,-1.57599747630637,0,3.97935069454708,1.30899693899575,3.2024853885226,3.13512336970297,2.21405812310019
ejemplo_0020.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.439770141470928,2.96122029006876E-18,0.137519397334652,2.18879020478639,0,1.5707963267949,0.439770141470928,-0.10915,0.137519397334652,0,0.657782444337925,3.14159265358979,0.497635696191901,-0.10915,0.062618128474677,1.6185756044242,-0.912130921298079,-3.08120199241309,0.43255205046744,-0.106109807982298,0.012337254459716,3.0775439347406,-0.912130921298079,-3.08120199241309,0,4.18879020478639,4.28318530717959,4.75217754673113,1.6077450981053,1.4589683303164
