shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,-2.51327412287183,-2,179.415996140391,65.9276898604399,163.547930120997
0,-2.51327412287183,-2.0943951023932,114.854570319514,18.8124864982498,140.431417803394
0,-2.51327412287183,-1.83259571459405,158.789946046218,27.8844535699087,144.209965472011
0,-2.51327412287183,-1.5707963267949,37.0635982115248,74.9529874133868,52.4993051508986
0,-2.51327412287183,-1.30899693899575,35.3353819339906,64.2850540034843,90.5728949089179
0,-2.51327412287183,2,3.32162786745045,120.978712691943,55.0695539037588
0,-2.51327412287183,2.0943951023932,39.3833106020813,154.495402997642,32.1908623854377
0,-2.51327412287183,1.83259571459405,34.1283707561275,6.39334129795082,179.750816858106
0,-2.51327412287183,1.5707963267949,94.9303862137502,17.0862213876492,57.9865461546256
0,-2.51327412287183,1.30899693899575,67.643547282533,8.8239089970721,115.783944270347
0,-2.30383461263251,-2,70.5707968609495,54.3307210858561,115.303990428438
0,-2.30383461263251,-2.0943951023932,176.606790965467,88.6093479688705,94.0604042800107
0,-2.30383461263251,-1.83259571459405,80.0248027979019,20.4200817313971,158.648199066656
0,-2.30383461263251,-1.5707963267949,135.755325885867,84.909214706585,62.0590826186276
0,-2.30383461263251,-1.30899693899575,99.4496657858215,169.751692048942,156.122070733653
0,-2.30383461263251,2,54.951480226742,153.867423983363,93.6437705062046
0,-2.30383461263251,2.0943951023932,174.385751968481,71.8915897042147,108.833163254541
0,-2.30383461263251,1.83259571459405,165.114154354067,153.709099982451,4.68502211093732
0,-2.30383461263251,1.5707963267949,2.09081779888663,38.38389641267,160.959085506125
0,-2.30383461263251,1.30899693899575,119.499225714538,109.062355080024,16.0012397794351
0,-2.0943951023932,-2,93.8130095377543,124.874134693502,75.1173009393375
0,-2.0943951023932,-2.0943951023932,149.175596307091,47.919133410198,139.284991727631
0,-2.0943951023932,-1.83259571459405,79.2807373826465,5.66391885238471,50.457243473376
0,-2.0943951023932,-1.5707963267949,52.0072780402395,56.9857215649388,140.300360690831
0,-2.0943951023932,-1.30899693899575,22.4852776427203,5.93877081634854,92.1784922309079
0,-2.0943951023932,2,101.865536936829,34.6600029435674,59.2592418520417
0,-2.0943951023932,2.0943951023932,122.747876603337,60.2424014732256,51.4555021219808
0,-2.0943951023932,1.83259571459405,3.37062248099796,124.429598061687,29.9848172968566
0,-2.0943951023932,1.5707963267949,147.579089146769,155.715359923912,175.270617980298
0,-2.0943951023932,1.30899693899575,49.6524954652402,18.1057928297908,29.7627687389646
0,-1.88495559215388,-2,38.1850794664242,67.9754894875524,95.1733802532666
0,-1.88495559215388,-2.0943951023932,80.4810579160044,120.583820449596,95.5529001588733
0,-1.88495559215388,-1.83259571459405,1.07366779147745,125.013380561334,15.4304905524936
0,-1.88495559215388,-1.5707963267949,121.550993124314,17.8457833865147,114.756965259718
0,-1.88495559215388,-1.30899693899575,148.604498797608,10.1376799421507,42.0547435207385
0,-1.88495559215388,2,105.011480038489,71.5693847334285,33.0996219588037
0,-1.88495559215388,2.0943951023932,52.3343209381927,165.875530531039,148.05281585184
0,-1.88495559215388,1.83259571459405,34.2594249066467,122.987078507108,32.0321358640676
0,-1.88495559215388,1.5707963267949,5.29723200841133,63.822207248482,172.736430481009
0,-1.88495559215388,1.30899693899575,94.7149870496387,115.072627887866,146.279488337348
0,-1.67551608191456,-2,57.334725638612,41.0968183193078,61.1348494155725
0,-1.67551608191456,-2.0943951023932,68.1018106049407,150.731308322981,170.700056916704
