px0,py0,pz0,qw0,qx0,qy0,qz0,px1,py1,pz1,qw1,qx1,qy1,qz1,px2,py2,pz2,qw2,qx2,qy2,qz2,px3,py3,pz3,qw3,qx3,qy3,qz3,px4,py4,pz4,qw4,qx4,qy4,qz4,px5,py5,pz5,qw5,qx5,qy5,qz5,px6,py6,pz6,qw6,qx6,qy6,qz6
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.421419960817322,-8.2474579448028E-18,0.223850209751987,0.44782760228864,-0.44782760228864,0.547220648941912,0.547220648941912,0.421419960817322,0.10915,0.223850209751987,-5.15811034772722E-17,0.84238334698927,0,-0.538878740270161,0.33548864994959,0.10915,0.184171092920166,0.704961115177957,-0.345506869046183,0.055043856033626,0.616948136752113,0.306789645607584,0.154831127255617,0.246323259112775,0.161031676652074,-0.234272492274966,0.259848459699923,0.922856422456644
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.38483351232609,-8.59043690437685E-18,0.229451481233901,0.473146789255813,-0.473146789255813,0.52548274549876,0.52548274549876,0.38483351232609,0.10915,0.229451481233901,-2.38436194241472E-17,0.389395855862247,1.67277526983831E-33,0.921070500796387,0.452728046434658,0.10915,0.295398086439783,-0.649423667862226,-0.2518240355728,0.279730047761004,0.660745529767572,0.395438206697964,0.112654315854858,0.354380151793019,0.744445140377124,0.205162582577545,-0.31555119905121,-0.551486344759631
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.484402050818497,-7.12672122134135E-18,0.205547190069222,0.400509691035901,-0.400509691035901,0.582745216528052,0.582745216528053,0.484402050818497,0.10915,0.205547190069222,1.55882645086716E-17,-0.254575678792035,1.5932365516886E-33,0.967052854691807,0.437798636501256,0.10915,0.287928888728424,0.632821847122102,0.70613882399972,-0.315494072535398,0.036985960042872,0.409234887526576,0.033676138765802,0.271770345634678,-0.005543003917463,0.267420278376103,0.725709958094779,-0.633877532763935
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.574390987821076,-4.13490870832499E-18,0.156687183819267,0.321019760960101,-0.321019760960101,0.630036755335052,0.630036755335052,0.574390987821076,0.10915,0.156687183819267,2.34434485353117E-17,-0.382860569294492,-1.66782173081172E-33,0.923806140096231,0.507437670586528,0.10915,0.223589170421236,0.605728531831348,0.170085535534093,0.364819058884592,0.686346057468156,0.563026193241954,0.133406519485516,0.279220343439931,-0.00025964382837,0.368971424135293,0.16087921958703,0.915411326924527
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.64866772599085,1.81113556114103E-19,0.086201191164992,0.23603709377078,-0.23603709377078,0.666548190579079,0.666548190579079,0.64866772599085,0.10915,0.086201191164992,-4.8059498608002E-17,0.78487117496184,0,0.619658969687376,0.740734247353013,0.10915,0.064238082453556,-0.15143200183153,0.706987720112868,0.690701345605534,-0.012975500360611,0.722008066345495,0.125296991729656,-0.014259655112288,-0.119139775779786,0.041174466128371,0.987524505291252,0.094370168037653
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.002126976939064,2.70901713624008E-17,-0.353257072638446,0.68394836799967,-0.68394836799967,-0.179484344472125,-0.179484344472125,0.002126976939064,0.10915,-0.353257072638446,-3.25663049238853E-18,0.053184812056112,0,0.998584686326881,0.012180612646096,0.10915,-0.259142531205837,0.569437787642681,0.610744889953926,0.419214272186204,0.35635751626024,0.087297465313697,0.076494831173021,-0.267166769125751,0.448952966169785,-0.307968516518386,0.673724958304875,-0.49969121220801
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,-0.014505983150962,2.50655306445367E-17,-0.320192180470782,0.691654801480227,-0.691654801480227,-0.147015766465194,-0.147015766465194,-0.014505983150962,0.10915,-0.320192180470782,-1.13332891044373E-17,0.185086657023527,0,0.98272220357121,0.019925560525769,0.10915,-0.232027043936904,-0.08983353654313,0.171466589280906,0.701377170794826,0.686002338742641,0.028915895587314,0.190882101955458,-0.235538081593167,0.491040987510503,-0.453769420504858,0.561626245795606,0.487388983906006
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.038996719227851,3.0411632875641E-17,-0.407500655613599,0.666548190579079,-0.666548190579079,-0.236037093770779,-0.236037093770779,0.038996719227851,0.10915,-0.407500655613599,-4.27389678604401E-17,0.697980313837372,4.30305123316149E-33,0.716116946800928,0.133615585297711,0.10915,-0.405073170566504,-0.199433105250733,0.673061904389896,0.678399908999146,0.216766401591775,0.13536064266565,0.15544953284775,-0.473092271066751,0.102649078872258,-0.29905788300841,0.907636020815355,0.276087672552893
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.113273457397624,3.47276551400801E-17,-0.477986648267874,0.630036755335052,-0.630036755335052,-0.321019760960099,-0.321019760960099,0.113273457397624,0.10915,-0.477986648267874,2.24338428821405E-17,-0.366372457720214,-3.31176029688507E-33,0.930468281148826,0.048741475274233,0.10915,-0.408746155900862,0.405275083469515,-0.09858471181726,0.579441202123889,0.700200724503987,0.076032812837567,0.182508776048714,-0.383310691080286,0.523265854272961,-0.199996000606016,0.552695804095225,0.617026574491828
0,0,0,1,0,0,0,0,0,0.089159,-0.707106781186547,0.707106781186547,0,0,0.343832222609351,1.52963732158776E-17,-0.160649732224304,-0.218508012224413,0.218508012224413,0.672498511963956,0.672498511963957,0.203262394400202,3.77194676530965E-17,-0.52684665451783,0.582745216528053,-0.582745216528053,-0.4005096910359,-0.4005096910359,0.203262394400202,0.10915,-0.52684665451783,-5.16924855130001E-17,0.844202353674389,0,-0.536024613288067,0.117601638036932,0.10915,-0.567106526838447,-0.090359890990874,-0.596268664974898,0.701309553692318,-0.380083779144879,0.144474529123061,0.056406373143613,-0.6242838610777,0.368461716290077,0.912475518110885,0.121490080991559,0.129863592655934
