imagenes,px1,py1,pz1,roll1,pitch1,yaw1,px2,py2,pz2,roll2,pitch2,yaw2,px3,py3,pz3,roll3,pitch3,yaw3,px4,py4,pz4,roll4,pitch4,yaw4,px5,py5,pz5,roll5,pitch5,yaw5,px6,py6,pz6,roll6,pitch6,yaw6,t1,t2,t3,t4,t5,t6,tstamp
ejemplo_0000.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.42141996081732,-8.24745794480291E-18,-0.045532209751989,1.76991118430776,0,1.5707963267949,0.42141996081732,-0.10915,-0.045532209751989,8.88178419700125E-16,1.50047854311393,3.14159265358979,0.515836054467121,-0.10915,-0.052182304481549,1.60089052239982,0.063562175570127,-0.442569065604345,0.521063699777967,-0.073975178158067,0.022038269707097,3.11371422125439,0.063562175570126,-0.442569065604346,0,-2.51327412287183,-2,-0.269432641193824,-2.01240857184695,1.51282369885457,20:05:03
ejemplo_0001.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.384833512326089,-8.59043690437695E-18,-0.051133481233903,1.67551608191456,0,1.5707963267949,0.384833512326089,-0.10915,-0.051133481233903,-3.14159265358979,0.663342353909032,0,0.443114614798216,-0.10915,0.023444904338818,0.877933922431352,-0.643030496623478,-0.94526090836955,0.39376560537057,-0.055757989044055,0.062009894091059,2.6359865865092,-0.643030496623478,-0.94526090836955,0,-2.51327412287183,-2.0943951023932,0.802734217766205,-2.27673521812695,1.75805266407785,20:05:04
ejemplo_0002.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.484402050818496,-7.12672122134149E-18,-0.027229190069225,1.93731546971371,0,1.5707963267949,0.484402050818496,-0.10915,-0.027229190069225,0,0.943479484757578,3.14159265358979,0.561031198732597,-0.10915,-0.082786333533938,1.71387795845942,0.612933625203607,-0.245385538408918,0.608375881186809,-0.092796311407257,-0.01748451186929,-2.40356230864578,0.612933625203607,-0.245385538408918,0,-2.51327412287183,-1.83259571459405,-0.993835984956128,-1.77083603299217,2.16574504007439,20:05:06
ejemplo_0003.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.574390987821074,-4.13490870832517E-18,0.02163081618073,2.19911485751286,0,1.5707963267949,0.574390987821074,-0.10915,0.02163081618073,0,1.2439238612076,3.14159265358979,0.664029381133448,-0.10915,-0.008759658385755,1.73021585028999,0.286586476889271,-0.517151048779494,0.687293910391847,-0.070119956420923,0.059860363303258,-1.63847406427209,0.286586476889271,-0.517151048779494,0,-2.51327412287183,-1.5707963267949,-0.955190996305261,-2.06489817323309,2.91449539261751,20:05:08
ejemplo_0004.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.648667725990849,1.81113556113893E-19,0.092116808835004,2.46091424531201,0,1.5707963267949,0.648667725990849,-0.10915,0.092116808835004,-3.14159265358979,0.830056157755341,0,0.718516517344685,-0.10915,0.155989877075134,1.31117580135185,-0.701990998794574,-0.390239730627863,0.665372180424154,-0.08524471288548,0.21410619751311,2.03100078318285,-0.701990998794574,-0.390239730627863,0,-2.51327412287183,-1.30899693899575,-0.149377749477554,-1.86550930389728,0.719824981831007,20:05:10
ejemplo_0005.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.002126976939066,2.70901713624008E-17,0.531575072638446,-0.51327412287183,0,1.5707963267949,0.002126976939066,-0.10915,0.531575072638446,-3.14159265358979,0.384625172396277,0,0.037640766306894,-0.10915,0.619309862002401,0.459158306714588,-0.561215582250745,-1.31350063688743,-0.006160586913419,-0.041767711451942,0.637040024046092,0.975291783810174,-0.561215582250745,-1.31350063688743,0,-2.51327412287183,2,-3.01294370311424,-2.53000912149189,0.516133477095586,20:05:12
ejemplo_0006.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,-0.01450598315096,2.50655306445367E-17,0.498510180470782,-0.41887902047863,0,1.5707963267949,-0.01450598315096,-0.10915,0.498510180470782,-3.14159265358979,0.652219567024397,0,0.042942011809751,-0.10915,0.573732187722611,1.17346805689643,-0.852332275102413,-0.508534105536285,-0.019014878539063,-0.082773669066637,0.621049445724303,2.44317261438119,-0.852332275102413,-0.508534105536285,0,-2.51327412287183,2.0943951023932,-3.37493320013556,-1.89704310515416,1.26970455748476,20:05:14
ejemplo_0007.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.038996719227853,3.0411632875641E-17,0.585818655613599,-0.68067840827778,0,1.5707963267949,0.038996719227853,-0.10915,0.585818655613599,-3.14159265358979,0.690266255663987,0,0.099264397636237,-0.10915,0.65880104690947,1.09794010813355,-0.773852983350416,-0.631855465556821,0.041745243469423,-0.074383060090053,0.706299434179276,1.92490109769227,-0.773852983350416,-0.631855465556821,0,-2.51327412287183,1.83259571459405,-3.151180500976,-2.00693367344678,0.826960989558716,20:05:16
ejemplo_0008.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.113273457397626,3.47276551400801E-17,0.656304648267874,-0.94247779607693,0,1.5707963267949,0.113273457397626,-0.10915,0.656304648267874,-3.14159265358979,-0.983725221228593,0,0.034471025357404,-0.10915,0.708733640290858,-1.44455767951922,-0.574903193155029,-2.91229495154852,-0.01027989169043,-0.093450858712254,0.641471597605512,0.684731853504891,-0.57490319315503,-2.91229495154852,0,-2.51327412287183,1.5707963267949,-1.21538963628427,-1.76272759807928,2.12928953302411,20:05:18
ejemplo_0009.bin,0,0,0.089159,0,0,1.5707963267949,0.343832222609352,1.52963732158775E-17,0.338967732224303,-2.51327412287183,0,1.5707963267949,0.203262394400205,3.77194676530965E-17,0.705164654517829,-1.20427718387608,0,1.5707963267949,0.203262394400205,-0.10915,0.705164654517829,0,-0.58030108415324,3.14159265358979,0.15136809394364,-0.10915,0.626009085666839,-2.21852027566547,0.812716572986513,-2.33565374869408,0.211130862147982,-0.068326016915368,0.58682868314645,-1.86236303452199,0.812716572986513,-2.33565374869408,0,-2.51327412287183,1.30899693899575,0.62397609972284,-2.08982696826778,0.356157241143479,20:05:20
ejemplo_0010.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.440214800732622,-2.70216767426928E-18,0.045029252939041,1.97935069454708,0,1.5707963267949,0.440214800732622,-0.10915,0.045029252939041,0,-0.069269057875364,3.14159265358979,0.433663726235759,-0.10915,-0.04939376291481,-2.90133521049806,1.27565862972322,-1.80103652681902,0.512405247001931,-0.085842972315678,-0.054856854343004,-2.39920319919789,1.27565862972322,-1.80103652681902,0,-2.30383461263251,-2,-2.04861975242244,-1.85792118725291,0.502132011300165,20:05:22
ejemplo_0011.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.405592423746086,-3.50343084511129E-18,0.03194363231112,1.88495559215388,0,1.5707963267949,0.405592423746086,-0.10915,0.03194363231112,0,-0.395177308888614,3.14159265358979,0.36915483925539,-0.10915,-0.055411533171428,-2.67029939369077,0.558817068545463,-1.83467436983772,0.412788948036073,-0.041784648481879,-0.073612191559397,-1.34652078501325,0.558817068545463,-1.83467436983772,0,-2.30383461263251,-2.0943951023932,-2.28013290104249,-2.52965078584518,1.32377860867752,20:05:24
ejemplo_0012.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.498015169187158,-8.04101829915869E-19,0.076027020551302,2.14675497995303,0,1.5707963267949,0.498015169187158,-0.10915,0.076027020551302,-3.14159265358979,0.176798181701091,0,0.514662076064499,-0.10915,0.169201603949443,0.246668601506339,-0.766564608401569,-1.39787839099823,0.457573460445615,-0.050753536518707,0.179401261767101,1.47189529667544,-0.766564608401569,-1.39787839099823,0,-2.30383461263251,-1.83259571459405,0.818039491935676,-2.35966431589898,1.2252266951691,20:05:26
ejemplo_0013.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.575879065496021,3.26797429940244E-18,0.142529070483632,2.40855436775218,0,1.5707963267949,0.575879065496021,-0.10915,0.142529070483632,-3.14159265358979,1.04702986386987,0,0.657840433009069,-0.10915,0.189867815031741,1.30826319726506,-0.458617975231999,-0.545569177803769,0.621405456249102,-0.070857142920036,0.252950614312956,2.83369348545197,-0.458617975231999,-0.545569177803769,0,-2.30383461263251,-1.5707963267949,-0.313991578032253,-2.05475153510855,1.52543028818691,20:05:28
ejemplo_0014.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.633877816815401,8.43529228405458E-18,0.226917777305057,2.67035375555133,0,1.5707963267949,0.633877816815401,-0.10915,0.226917777305057,0,-0.485621436765534,3.14159265358979,0.589699168430564,-0.10915,0.14321073144338,-1.99710215424254,1.03254015637829,-2.65505523068857,0.660362272885218,-0.08942320070567,0.105916374518614,-1.31550261945327,1.03254015637829,-2.65505523068858,0,-2.30383461263251,-1.30899693899575,-3.15597519231686,-1.81284676576798,0.681599534789277,20:05:30
ejemplo_0015.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.089902976317449,2.65252644934349E-17,0.5223494433491,-0.30383461263251,0,1.5707963267949,-0.089902976317449,-0.10915,0.5223494433491,-3.14159265358979,0.261393454485677,0,-0.065442868120077,-0.10915,0.613784259513256,0.324876467889199,-0.627276306268098,-1.37562485509624,-0.113748174632107,-0.043782575844004,0.626706613091024,2.11814437541242,-0.627276306268098,-1.37562485509624,0,-2.30383461263251,2,-3.09915149544296,-2.48858150766299,1.79326790752322,20:05:32
ejemplo_0016.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.099297888685323,2.43331141597287E-17,0.486548911551156,-0.20943951023931,0,1.5707963267949,-0.099297888685323,-0.10915,0.486548911551156,-4.44089209850063E-16,-1.45716845238246,3.14159265358979,-0.193337518850378,-0.10915,0.475817161534516,-1.62386668267948,0.100520274054892,-2.65474639483438,-0.185078625133984,-0.070841054927881,0.403446550081782,-1.61775482050873,0.100520274054892,-2.65474639483438,0,-2.30383461263251,2.0943951023932,-1.24772894214315,-2.05497238880874,0.006111862170748,20:05:34
ejemplo_0017.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.065116801410376,3.02435298184573E-17,0.583073324350728,-0.47123889803846,0,1.5707963267949,-0.065116801410376,-0.10915,0.583073324350728,-3.14159265358979,-0.990912014573283,0,-0.144293991473966,-0.10915,0.634934630481929,-1.13243754623277,-0.392699719374723,-2.25542480103162,-0.175788886443483,-0.050248973837295,0.58685105004287,0.529352630467108,-0.392699719374722,-2.25542480103162,0,-2.30383461263251,1.83259571459405,-1.67944174097805,-2.3684033429282,1.66179017669988,20:05:36
ejemplo_0018.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,-0.007118050090997,3.54108478031095E-17,0.667462031172154,-0.73303828583761,0,1.5707963267949,-0.007118050090997,-0.10915,0.667462031172154,0,-1.32579662558632,3.14159265358979,-0.098941554759293,-0.10915,0.64450410246699,-1.74392054105297,0.174233665246228,-2.3518256178345,-0.084674565299747,-0.051586352536559,0.587441246750982,0.055518206295218,0.174233665246228,-2.3518256178345,0,-2.30383461263251,1.5707963267949,-0.592758339748709,-2.34540547015861,1.79943874734819,20:05:38
ejemplo_0019.bin,0,0,0.089159,0,0,1.5707963267949,0.284380507702513,1.9339411051256E-17,0.404995550827894,-2.30383461263251,0,1.5707963267949,0.070745846217866,3.94829239324278E-17,0.733964081104485,-0.99483767363676,0,1.5707963267949,0.070745846217866,-0.10915,0.733964081104485,-3.14159265358979,0.453305463252176,0,0.112196824366498,-0.10915,0.819054849760795,0.553404018827314,-0.58585403052782,-1.24163526782265,0.06669223289964,-0.044255895263208,0.841221882170312,0.674055310947285,-0.58585403052782,-1.24163526782265,0,-2.30383461263251,1.30899693899575,-2.60006044320521,-2.47917356983174,0.120651292119971,20:05:40
ejemplo_0020.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.439770141470928,2.96122029006876E-18,0.137519397334652,2.18879020478639,0,1.5707963267949,0.439770141470928,-0.10915,0.137519397334652,-3.14159265358979,0.110802354257059,0,0.450236138131907,-0.10915,0.231588974849874,0.213135295847742,-1.02071755578301,-1.3883514680089,0.38007675868922,-0.066841359726769,0.239394769777194,2.73136923746227,-1.02071755578301,-1.3883514680089,0,-2.0943951023932,-2,0.842000094546348,-2.11072901155624,2.51823394161453,20:05:42
ejemplo_0021.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.408624999999999,1.73669195341186E-18,0.117521331973938,2.09439510239319,0,1.5707963267949,0.408624999999999,-0.10915,0.117521331973938,-3.14159265358979,0.600897018136275,0,0.462138461873127,-0.10915,0.195591376794939,0.834296238600967,-0.702575093428986,-0.951608112991789,0.40895742903074,-0.058000868804713,0.232044553937462,0.889115263759244,-0.702575093428986,-0.951608112991789,0,-2.0943951023932,-2.0943951023932,0.446300533060332,-2.24144733061396,0.054819025158278,20:05:44
ejemplo_0022.bin,0,0,0.089159,0,0,1.5707963267949,0.212500000000002,2.25372238229042E-17,0.457219796608385,-2.0943951023932,0,1.5707963267949,0.489862634920423,5.55366066998546E-18,0.17985716168796,2.35619449019234,0,1.5707963267949,0.489862634920423,-0.10915,0.17985716168796,0,1.28775207106438,3.14159265358979,0.580746481989914,-0.10915,0.153423303818757,1.72323655546654,0.239421041849116,-0.574864743623595,0.600263122308469,-0.065678163514974,0.220524646452831,-1.6293060628633,0.239421041849116,-0.574864743623595,0,-2.0943951023932,-1.83259571459405,-1.06844241912796,-2.12728962257134,2.93064268884975,20:05:46
